PWS ID,PWS Name,PWS Type Ascending,Primary Source,Counties Served,Cities Served,Population Served Count,Number of Facilities,Number of Violations,Number of Site Visits
UT4911020,-,Community water system,Ground water,Summit,SUMMIT,33,,,
UT4900129,-,Community water system,Ground water,Summit,-,255,,,
UTAH27031,101 RANCHO,Non-Transient non-community system,Ground water,Washington,EAST OF VIRGIN,25,,,
UTAH14058,3-D CHEESE,Non-Transient non-community system,Ground water,Millard,-,75,,,
UTAH26082,ALPENHOF DEVELOPMENT COMPANY,Non-Transient non-community system,Ground water,-,-,1,,,
UTAH07008,ALTAMONT TOWN WATER SYSTEM,Non-Transient non-community system,Ground water,Duchesne,-,351,,,
UTAH18058,AMERICAN MOBILE HOME PARK,Non-Transient non-community system,Ground water,Salt Lake,SALT LAKE VALLE,350,,,
UTAH11051,AMERICAN PACIFIC CORP,Non-Transient non-community system,Ground water,Iron,-,150,,,
UTAH19039,ANETH COMMUNITY,Non-Transient non-community system,Ground water,San Juan,MONTEZUMA CRK,500,,,
UTAH18121,ANGIES DRINK AND DREAM,Non-Transient non-community system,Ground water,Salt Lake,-,"1,001",,,
UTAH12039,ASH GROVE CEMENT COMPANY,Non-Transient non-community system,Ground water,Juab,-,87,,,
UTAH25056,ASPEN GROVE FAMILY CAMP (BYU ALUMNI),Non-Transient non-community system,Ground water,Utah,PROVO CYN NO FO,125,,,
UTAH20035,ASPEN HILLS SALES OFFICE,Non-Transient non-community system,Ground water,-,-,25,,,
UTAH28037,ASPEN RANCH,Non-Transient non-community system,Ground water,Wayne,-,65,,,
UTAH23087,ATI TITANIUM,Non-Transient non-community system,Ground water purchased,Tooele,-,5,,,
UTAH02032,ATK PROMONTORY PLANT,Non-Transient non-community system,Ground water,Box Elder,-,"2,000",,,
UTAH19031,ATLAS FAR WEST MINE,Non-Transient non-community system,Ground water purchased,-,-,45,,,
UTAH10019,ATLAS MINERALS MOAB MILL,Non-Transient non-community system,Surface water,San Juan,LA SAL,249,,,
UTAH08036,ATLAS PROBE MINE,Non-Transient non-community system,Ground water purchased,-,-,32,,,
UTAH19032,ATLAS VELVET MINE,Non-Transient non-community system,Ground water purchased,San Juan,LASAL,54,,,
UTAH03114,AVALON HILL,Non-Transient non-community system,Ground water,Cache,-,30,,,
UTAH20036,AXTELL CHURCH,Non-Transient non-community system,Ground water,Sanpete,AXTELL,25,,,
UTAH04031,BACON RINE RIDGE WATER COMPANY,Non-Transient non-community system,Ground water purchased,Carbon,-,70,,,
UTAH29040,BARKER SERVICE,Non-Transient non-community system,Ground water,Weber,-,25,,,
UTAH12026,BARNES BULLETS,Non-Transient non-community system,Ground water,Juab,-,60,,,
UTAH25140,BARNES BULLETS INACTIVE,Non-Transient non-community system,Ground water,Utah,-,70,,,
UTAH23061,BARRICK-MERCUR,Non-Transient non-community system,Ground water,Tooele,-,0,,,
UTAH01013,BARTON WELL,Non-Transient non-community system,Ground water,Beaver,GREENVILLE,30,,,
UTAH25167,BAYVIEW CULINARY WATER COMPANY,Non-Transient non-community system,Surface water,-,-,54,,,
UTAH18075,BEAS HEALTH FOODS,Non-Transient non-community system,Ground water,Salt Lake,SALT LAKE CITY,50,,,
UTAH04041,BEAVER CREEK COAL CO- #8 MINE,Non-Transient non-community system,Surface water,Carbon,-,30,,,
UTAH09061,BEAVER DAM ESTATES,Non-Transient non-community system,Ground water,Garfield,-,25,,,
UTAH09060,BEAVER DAM VILLAGE A,Non-Transient non-community system,Ground water,Garfield,-,67,,,
UTAH18171,BEEHIVE CLOTHING,Non-Transient non-community system,Ground water,Salt Lake,-,0,,,
UTAH18002,BELL CANYON IRRIGATION COMPANY,Non-Transient non-community system,Surface water purchased,Salt Lake,-,15,,,
UTAH03023,BENSON WARD,Non-Transient non-community system,Ground water,Cache,-,30,,,
UTAH03108,BEST STOP ON AIRPORT ROAD,Non-Transient non-community system,Ground water,Cache,-,30,,,
UTAH22135,BIG CANYON RANCH INC,Non-Transient non-community system,Ground water,-,-,100,,,
UT4912007,BIG SPRING SCHOOL CAMP,Non-Transient non-community system,Ground water,Utah,-,200,,,
UTAH07043,BIG SPRINGS RECREATION AREA,Non-Transient non-community system,Ground water,Duchesne,NORTH OF NEOLA,25,,,
UTAH18048,BIG WILLOW IRRIGATION CO,Non-Transient non-community system,Surface water,Salt Lake,SALT LAKE,45,,,
UTAH09094,BLACK BOULDER MESA,Non-Transient non-community system,Ground water,-,-,40,,,
UTAH23072,BOLINDER COMPANIES INC,Non-Transient non-community system,Unknown Primary Source,-,-,0,,,
UTAH24002,BONANZA MINES,Non-Transient non-community system,Ground water,Uintah,-,0,,,
UTAH28040,BOULDER MOUNTAIN RANCH,Non-Transient non-community system,Ground water,-,-,25,,,
